6.760556000000000267e+02	1.180251815424368002e-05
6.771110999999999649e+02	6.377176911101395417e-05
6.781666999999999916e+02	1.157410200677842283e-04
6.792222000000000435e+02	1.677102710245545025e-04
6.802777999999999565e+02	2.196795219813247495e-04
6.813333000000000084e+02	2.716487729380950237e-04
6.823889000000000351e+02	3.236180238948653792e-04
6.834443999999999733e+02	3.869377075712738829e-04
6.845000000000000000e+02	4.482769964237374679e-04
6.855556000000000267e+02	5.149175715675025728e-04
6.866110999999999649e+02	5.636554247592671842e-04
6.876666999999999916e+02	5.685478573495024576e-04
6.887222000000000435e+02	6.637921008369759932e-04
6.897777999999999565e+02	7.518034617705975607e-04
6.908333000000000084e+02	8.472892497989845421e-04
6.918889000000000351e+02	9.424677236125393555e-04
6.929443999999999733e+02	1.092001305568121800e-03
6.940000000000000000e+02	1.171512224248684496e-03
6.950556000000000267e+02	1.328707227347855971e-03
6.961110999999999649e+02	1.416270097524148551e-03
6.971666999999999916e+02	1.508665212882128338e-03
6.982222000000000435e+02	1.604322488469874181e-03
6.992777999999999565e+02	1.703684517731056391e-03
7.003333000000000084e+02	1.860085488597836706e-03
7.013889000000000351e+02	2.021027346776160197e-03
7.024443999999999733e+02	2.156765370163129039e-03
7.035000000000000000e+02	2.353256408104078060e-03
7.045556000000000267e+02	2.511722837192600921e-03
7.056110999999999649e+02	2.723309356744333005e-03
7.066666999999999916e+02	2.919256575207537265e-03
7.077222000000000435e+02	3.189284801565564053e-03
7.087777999999999565e+02	3.392640719779760252e-03
7.098333000000000084e+02	3.613644823148965714e-03
7.108889000000000351e+02	3.814990746720361200e-03
7.119443999999999733e+02	4.077609725355084425e-03
7.130000000000000000e+02	4.351792183716135347e-03
7.140556000000000267e+02	4.663022705606946310e-03
7.151110999999999649e+02	4.993785974392444052e-03
7.161666999999999916e+02	5.314859547357853389e-03
7.172222000000000435e+02	5.631953737586598008e-03
7.182777999999999565e+02	5.998447892125862400e-03
7.193333000000000084e+02	6.372724886616586322e-03
7.203889000000000351e+02	6.736090329024739011e-03
7.214443999999999733e+02	7.101671765152734947e-03
7.225000000000000000e+02	7.527931802016193767e-03
7.235556000000000267e+02	7.926804933916254195e-03
7.246110999999999649e+02	8.344710163620767951e-03
7.256666999999999916e+02	8.877769576648373781e-03
